company_id,name,city,country,longitude,latitude,revenue,revenue_exact,continent,industry_main,industries,companies_subsidiaries,companies_acquisitions,companies_similar,alexa_rank,monthly_visitors,social_networks,stock_exchange,technologies,technologies_categories,is_unicorn_company,total_employees,total_employees_exact,year_founded,description,description_short,domain,fortune_company_id,fortune_rank,fortune_revenues,fortune_revchange,fortune_profits,fortune_prftchange,fortune_assets,fortune_mktval,fortune_rankchange1000,fortune_employees,fortune_rankchange,fortune_sector,fortune_industry,fortune_hqcity,fortune_hqstate,fortune_rankgain,fortune_rankdrop,fortune_newcomer,fortune_profitable,fortune_ceofounder,fortune_ceowoman,fortune_jobgrowth,fortune1000-y-n,best-company-y-n,permalink
299,vlink inc,South Windsor,United States,-72.5717551,41.8489872,50m-100m,,North America,information-technology-and-services,"analytics, app-development, application-development, application-development-maintenance, apps, architecture, aws-cloud-services, b2b, big-data, big-data-analytics, business-analysis, business-intelligence, business-services, cloud-migration, cloud-services, cognitive-analytics, computer-software, contingent-workforce-solutions, dedicated-developers, dedicated-development-team, devops, digital-solutions, digital-transformation, digitization, dynamics-crm, enterprise-mobility, enterprise-software, enterprises, healthcare-insurance-program-management, industry, information-technology, infrastructure, it-consulting, it-services, it-solutions, it-staff-augmentation, maintenance, microsoft-solutions, microsoft-solutions-including-sharepoint, platform-solutions, portals-collaboration, process-automation, qa-services, quality-assurance, services, software-development, software-products, strategic-workforce-solutions, workforce-management",,,"Deloitte, Tata Consultancy Services, Tech Mahindra, Bukalapak, tiket.com, LanceSoft, vLink Solutions, Ajaib, Datasource Consulting, Version 1, Lightwell, Ironside, XTIVIA, SysMind, LA, ECS Team, First San Francisco Partners, Yoush Consulting, Knowledge Solutions, Nerdery, Trifork, InfoSystems, Optrics, EASYTEAM, Lunarline",,under-10k,"https://www.facebook.com/vlinkinc/, https://instagram.com/vlinkinc, https://www.linkedin.com/company/vlink-inc, https://twitter.com/VLinkInc, https://youtube.com/channel/ucits-lcy_h9hhbodznrolfg",,"cloudflare-cdn, google-analytics, google-tag-manager, hubspot, matomo, microsot-365, mysql, nginx, php, sucuri, tawk-to, vue-js, wordpress, yoast-seo","ai-sales-assistant, application-development, application-server, aws-marketplace, business-card-scanning, business-scheduling, calendar-and-scheduling, cloud-storage, collaboration, container-networking, containerization, content-analytics, content-delivery-network, content-management, content-marketing, conversation-intelligence, cpq, crm, customer-service, database, ddos-protection, demand-generation, development, devops, devsecops, digital-analytics, email-service, email-tracking, enterprise-content-delivery-network, hosting, it-infrastructure, javascript-web-frameworks, lead-generation, live-chat, load-balancing, marketing, marketplace-apps, mobile-analytics, mobile-app-analytics, mobile-development, office, online-appointment-scheduling, outbound-call-tracking, productivity, programming-languages, quote-management, quote-to-cash, relational-databases, sales, sales-acceleration, sales-acceleration-platforms, sales-analytics, sales-enablement, sales-engagement, sales-intelligence, sales-performance-management, sales-platforms, security, seo, tag-management, video-conferencing, visitor-identification, web-accelerator, web-application-firewalls, web-content-management, web-security, web-server-accelerator, website-security",,50-200,320.0,2006.0,"With headquarters in the Greater Hartford area of Connecticut (the center of Healthcare and Financial Services industries), VLink also has branch offices in Massachusetts and the Delhi area (Noida & Gurugram) in India. The ability to leverage our global technology resources allows us to provide high quality and cost-effective IT solutions to our worldwide client base. Our clients include Healthcare, Banking, Insurance, Retail and Public Sector organizations. We provide the following: Business Services Application Development and Maintenance Quality Assurance (Testing Services) Digital ServicesInfrastructure, Architecture & Cloud Migration Strategic Workforce SolutionsIn 2017, we were declared a first place winner of the prestigious Hartford Business Journal's Best Places to Work in Connecticut, after ranking among the top five for the last five years. Since 2012, VLink has been honored as one of Connecticut's 40 Fastest Growing Tech Companies by the Connecticut Technology Council's Marcum Tech Top 40. In addition, VLink has recently been recognized by Inc. Magazine as one of the nation's fastest-growing private companies. We are quite proud of these accomplishments and understand the importance to us and our clients of our talented, motivated work force and the ability to contribute to both their individual growth and to be part of a successful fast growing enterprise.","With headquarters in the Greater Hartford area of Connecticut (the center of Healthcare and Financial Services industries), VLink also has branch offices in Massachusetts and the Delhi area (Noida & Gurugram) in India.",vlinkinfo.com,,,,,,,,,,,,,,,,,,,,,,,,,
300,discover dollar,Bengaluru,India,77.5912997,12.9791198,,,Asia,finance,"accounting-analysis, analytics, big-data, claim-management, computer-software, cost-recovery, enterprise-software, enterprises, finance, financial-analysis, financial-services, information-technology, overpayment-recovery, profit-recovery, recovery-audit, retail, services, vendor-compliance",,,"CSC, SoftServe, Tresata, PebblePost, Asse, Biyo, Knowledgent, DigitalMR, ODESIA, Datatonic, singularintelligence, Morgan Young, ColorFrog, Silverpeople, Revenue Science (part of the Cyest Corporation), SUPERFLUID LABS, Finatext Holdings, Levi Strauss &, Comarch, Yo, SkillNet Solutions, 7Summits, Persado, Terafina, Bernstein-Rein Advertising",390230.0,50k-100k,"https://www.facebook.com/discoverdollar, https://www.linkedin.com/company/discoverdollar, https://www.twitter.com/discoverdollar, https://youtube.com/channel/uc1wnfik93icloquung7zivq",,"amazon-cloudfront, cloudflare-cdn, google-analytics, google-tag-manager, hotjar, hubspot, matomo, microsot-365, nginx, twitter-widgets","ai-sales-assistant, application-development, application-server, business-card-scanning, business-scheduling, calendar-and-scheduling, cloud-storage, collaboration, container-networking, containerization, content-analytics, content-delivery-network, content-marketing, conversation-intelligence, conversion-rate-optimization, cpq, crm, ddos-protection, demand-generation, development, devops, devsecops, digital-analytics, email-service, email-tracking, enterprise-content-delivery-network, heatmap, hosting, it-infrastructure, lead-generation, load-balancing, marketing, mobile-analytics, mobile-app-analytics, mobile-development, office, online-appointment-scheduling, outbound-call-tracking, productivity, quote-management, quote-to-cash, sales, sales-acceleration, sales-acceleration-platforms, sales-analytics, sales-enablement, sales-engagement, sales-intelligence, sales-performance-management, sales-platforms, security, session-replay, social-media-marketing, tag-management, user-research, video-conferencing, visitor-identification, web-accelerator, web-application-firewalls, web-security, web-server-accelerator",,10-50,,2014.0,"Discover Dollar helps retailers to resolve overpayments and revenue leakages through data analytics. We were awarded as Top 5 Most innovative solution by SAP in Orlando and also won awards from IIM Bangalore -TIE Bangalore, IMT Nagpur, Amrita TBI etc. CIO Review featured among Top 20 upcoming retail software companies in India - Feb 2015 Issue. Our mentors include Mr. Shibulal (Co-Founder Infosys) and Mr. Lalit Ahuja (ex-CEO TargetIndia). More details on www.discoverdollar.comOur services are:1. Recovery Analytics: We recover overpaid amount to vendors due to various reasons like system error, process error, human error, policy change and more.2. Merchandise Analytics: We help retailers with our valuable insights into their merchandise procurement, profitability and margin analysis, vendor performance and many more custom reports. This will essentially help our customers to make better negotiations and deals with the vendors.",Discover Dollar helps retailers to resolve overpayments and revenue leakages through data analytics.,discoverdollar.com,,,,,,,,,,,,,,,,,,,,,,,,,
301,datalumen,Kontich,Belgium,4.4456359,51.134377,200m-1b,,Europe,information-technology-and-services,"big-data, business-glossary, cloud-integration, collibra, computer, computer-programming, computer-software, data-architecture, data-catalog, data-fabric, data-governance, data-integration, data-lake, data-mesh, data-processing, data-protection, data-quality, data-security, data-strategy, data-virtualization, enterprise-software, enterprises, informatica, information-technology, it-consulting, it-services, logical-data-warehouse, master-data-management, metadata-management, network-security, precisely, product-information-management, services, tibco",,,"Proximus Group, Colruyt Group, dataroots, DTSQUARED, Inetum-Realdolmen, DataSense, befine, T-Systems Multimedia Solutions, Key Information Technology, COMNET GROUP, ALFATEC Group, Odoo, IOTAP, Corserva, LoadSpring, PCS, Erb's Technology Solutions - ETS, CYBERSPACE Nigeria, i.t.NOW, 24x7 I.T. Solutions, Piran Technologies, Simplitfy, Brightsolid, Think Unified, Four Points Technology",,under-10k,"http://www.facebook.com/pages/Datalumen/1398795037111346, https://www.linkedin.com/company/datalumen, http://twitter.com/datalumen, https://youtube.com/channel/uchifd7cjfwgd8pj2bfsaxrw",,"amazon-cloudfront, cloudflare-cdn, google-analytics, google-cloud, google-tag-manager, hubspot, lua, matomo, microsot-365, mysql, nginx, onesignal, openresty, php, phusion-passenger, wordpress","ai-sales-assistant, application-development, application-performance-monitoring, application-server, archive-storage, aws-marketplace, block-storage, business-card-scanning, business-scheduling, calendar-and-scheduling, cloud-file-storage, cloud-infrastructure-monitoring, cloud-platform-as-a-service, cloud-storage, collaboration, container-management, container-networking, container-orchestration, container-registry, containerization, content-analytics, content-delivery-network, content-management, content-marketing, conversation-intelligence, cpq, crm, customer-service, database, ddos-protection, demand-generation, development, devops, devsecops, digital-analytics, email-service, email-tracking, enterprise-content-delivery-network, hosting, hybrid-cloud-storage, it-infrastructure, lead-generation, load-balancing, log-analysis, marketing, marketing-automation, marketplace-apps, mobile-analytics, mobile-app-analytics, mobile-development, mobile-marketing, monitoring, object-storage, observability-solution-suites, office, online-appointment-scheduling, outbound-call-tracking, proactive-notification, productivity, programming-languages, push-notification, quote-management, quote-to-cash, relational-databases, sales, sales-acceleration, sales-acceleration-platforms, sales-analytics, sales-enablement, sales-engagement, sales-intelligence, sales-performance-management, sales-platforms, security, server-monitoring, sms-marketing, storage-management, tag-management, video-conferencing, virtual-private-cloud, visitor-identification, web-accelerator, web-application-firewalls, web-content-management, web-security, web-server-accelerator",,10-50,14.0,2015.0,"We enable organizations to turn data into actionable information. With our solution portfolio, which consists of premier data governance and management services and products, we help our customers manage their data lifecycle and be successful with their data monetization efforts. Datalumen is a member of the Cronos group. As a member of this partner network we can rely on the business and technical expertise of more than 4000 co-workers.",We enable organizations to turn data into actionable information.,datalumen.eu,,,,,,,,,,,,,,,,,,,,,,,,,
302,stretch,West Chester Township,United States,-84.3555077,39.3483613,under-1m,,North America,health-wellness-and-fitness,"fall-prevention, fibromyalgia, fitness, health, health-care, health-services, healthy-living, hospital, manual-therapy, osteoporosis, personal-health, wellness",,,"Newtopia, EXOS, ATI Physical Therapy, Trilogy Health Services, Zogics, Forward, Crunch Fitness, HealthifyMe, Omada Health, Carbon Health, 9Round, Pain Doctor, Workit Health, Ginger.io, Healthstat, Credihealth, Ada, AltaMed Health Services, CannaSOS, Patientory, St. Luke's University Health Network, Workplace Options, Absolute Nutrition, Patients Know Best, RepuCare",,under-10k,"https://www.facebook.com/StretchPT, https://www.linkedin.com/company/stretch-physical-therapy-and-total-wellness, https://pinterest.com/stretchphysicaltherapy/pins, http://www.twitter.com/Stretchphysical, https://youtube.com/channel/uc6q-kiy177-bhlmf1s4cxdg",,"clicky, facebook-social-plugins, google-analytics, google-tag-manager, google-workspace, mysql, nginx, php, wordpress, wp-engine, yoast-seo","application-development, application-server, aws-marketplace, business-instant-messaging, calendar, cloud-content-collaboration, container-networking, containerization, content-analytics, content-management, content-marketing, database, ddos-protection, development, devops, devsecops, digital-analytics, document-creation, email, hosting, idea-management, internal-communications, it-infrastructure, load-balancing, managed-hosting-providers, marketing, marketplace-apps, mobile-analytics, mobile-app-analytics, mobile-development, note-taking-management, office, office-suites, presentation, programming-languages, relational-databases, screen-sharing, security, seo, social-media-marketing, spreadsheets, survey, tag-management, team-collaboration, video-conferencing, web-accelerator, web-application-firewalls, web-content-management, web-hosting-providers, web-security, web-server-accelerator, website-builder",,1-10,,2012.0,"We offer Physical Therapy, nutrition, massage, personal training, boot camp and yoga classes. Services include Physical Therapy, Personal Training, Massage, Group classes, Work place wellness and nutrition. Staff specializes in Health promotion, continuum of care following Physical Therapy, TMJ, Plantar faciitis, Spine (Neck, & Back) Osteoporosis, Fall Prevention, Pre-Post Surgery, Fibromyalgia and Wellness. A patient will receive 1 on 1 manual therapy to help you require fewer trips to the clinic. We focus on helping you achieve YOUR goals and fight chronic disease.","We offer Physical Therapy, nutrition, massage, personal training, boot camp and yoga classes.",stretchphysicaltherapy.com,,,,,,,,,,,,,,,,,,,,,,,,,
303,ansys,Canonsburg,United States,-80.1872797,40.2625702,200m-1b,,North America,computer-software,"computational-fluid-dynamics, computer-software, consulting, design-optimization, electromagnetics, engineering-simulation, enterprise-software, enterprises, explicit-dynamics, fem, finite-element-analysis-fea, fsi, grid-generation, information-services, information-technology, meshing, multibody-dynamics, multiphysics, prepackaged-software, services, virtual-prototyping",,,"Dassault Systèmes, Cadence Design Systems, Altair, Siemens, Google, Autodesk, MATLAB, COMSOL, PTC, Deltek, Dataprise, Seclore, Uniphore, Boréalis, Bytes Software Services, Cognizant, Kofax, CA Technologies, TOTVS, Alteryx, Red Hat, SailPoint, YourCause, Teradata, iContact",50428.0,1m-10m,"http://www.facebook.com/ANSYSInc, https://instagram.com/ansys_inc, https://www.linkedin.com/company/ansys-inc, https://pinterest.com/ansysinc, http://twitter.com/ANSYS_Inc, https://youtube.com/user/ansysinc",NASDAQ,"amazon-cloudfront, amazon-s3, google-analytics, google-tag-manager, hotjar, microsoft-asp-net, microsoft-iis, nginx, section-io, sitecore, unbounce","a-b-testing, application-development, application-server, archive-storage, container-networking, containerization, content-analytics, content-delivery-network, content-management, content-marketing, conversion-rate-optimization, ddos-protection, development, devops, devsecops, digital-analytics, digital-experience-platforms, enterprise-content-delivery-network, heatmap, hosting, it-infrastructure, it-management, landing-page-builders, load-balancing, marketing, mobile-analytics, mobile-app-analytics, mobile-development, object-storage, other-web-frameworks, pop-up-builder, security, session-replay, storage-management, tag-management, user-research, virtual-waiting-room, web-accelerator, web-application-firewalls, web-content-management, web-frameworks, web-security, web-server-accelerator, webops-platforms",,1k-5k,5350.0,1970.0,"Founded in 1970, ANSYS employs more than 2,900 professionals, and many of them are engineers expert in fields such as finite element analysis, computational fluid dynamics, electronics and electromagnetics, and design optimization. Our staff includes more master's and Ph. D.-level engineers than any other simulation provider. ANSYS is passionate about pushing the limits of world-class technology, all so our customers can turn their design concepts into successful, innovative products. The company has been recognized as one of the world's most innovative and fastest -growing companies by prestigious organizations including Business Week and FORTUNE magazines. Over the years, our steady growth and financial strength reflect our commitment to innovation and R&D. We reinvest 15 percent of our revenues each year into research to continually refine our software. We are listed on the NASDAQ stock exchange.","Founded in 1970, ANSYS employs more than 2,900 professionals, and many of them are engineers expert in fields such as finite element analysis, computational fluid dynamics, electronics and electromagnetics, and design optimization.",ansys.com,,,,,,,,,,,,,,,,,,,,,,,,,
304,lexisnexis,New York,United States,-74.0060152,40.7127281,over-1b,,North America,information-technology-and-services,"accounting, finance, global-information-solutions, hadoop, information-technology, legal-research-solutions, legal-services, litigation-solutions, practice-management-solutions, python, risk-management, services, software",,,"Microsoft, RELX, Elsevier, Thomson Reuters, LexisNexisUK, LexisNexis France, Dalloz, Lehigh Valley Dairy Farms, WNS Global Services, Solium, Honkamp Krueger &, Grant Thornton, PwC Nederland, Trout CPA, Cogneesol, ClayDesk, Russell Tobin, blur Group, Rödl & Partner Brazil, Raffa, PC, Pope and Land, S+C Partners, LS and Company, firma.de, Startup Choice",7261.0,50m-100m,"http://angel.co/lexisnexis, https://www.facebook.com/lexiscommunities/info?tab=overview, https://www.linkedin.com/company/2206, http://www.twitter.com/lexisnexis, https://youtube.com/user/lexisnexislegal",,"apple-business-manager, cloudflare-cdn, crazy-egg, facebook-social-plugins, google-analytics, google-tag-manager, lighttpd, liveperson, microsoft-asp-net, microsoft-iis, microsot-365, nginx, salesforce-account-engagement","a-b-testing, application-development, application-server, artificial-intelligence, attribution, bot-platforms, calendar-and-scheduling, chatbots, cloud-file-storage, cloud-storage, collaboration, container-networking, containerization, content-analytics, content-delivery-network, content-marketing, conversational-intelligence, conversational-marketing, conversational-support, conversion-rate-optimization, customer-service, ddos-protection, development, devops, devsecops, digital-analytics, email-service, enterprise-content-delivery-network, heatmap, hosting, it-infrastructure, landing-page-builders, live-chat, load-balancing, marketing, marketing-analytics, marketing-automation, marketplace-apps, mobile-analytics, mobile-app-analytics, mobile-development, office, office-suites, other-web-frameworks, productivity, sap-store, security, session-replay, social-customer-service, social-media-marketing, tag-management, team-collaboration, video-conferencing, web-accelerator, web-application-firewalls, web-frameworks, web-security, web-server-accelerator",,5k-10k,9970.0,1973.0,"LexisNexis® is a leading global provider of legal research and content-enabled workflow solutions. We're here to help you 24/7 at 1-800-543-6862. Visit us at  LexisNexis consists of two distinct businesses: LexisNexis® Legal & Professional and LexisNexis® Risk Solutions. Both businesses are part of RELX Group, a global provider of information and analytics for professional and business customers across industries. The Group serves customers in more than 180 countries and has offices in about 40 countries. It employs approximately 30,000 people. LexisNexis Legal & Professional is a leading global provider of content and technology solutions that enable professionals in legal, corporate, tax, government, academic and non-profit organizations to make informed decisions and achieve better business outcomes. As a digital pioneer, the company was the first to bring legal and business information online with its Lexis® and Nexis® services. LexisNexis Risk Solutions is a leader in providing essential information that helps customers across all industries and government predict, assess and manage risk. Combining cutting-edge technology, unique data and advanced scoring analytics, we provide products and services that address evolving client needs in the risk sector while upholding the highest standards of security and privacy.",LexisNexis® is a leading global provider of legal research and content-enabled workflow solutions.,lexisnexis.com,,,,,,,,,,,,,,,,,,,,,,,,,
305,dräxlmaier group,Vilsbiburg,Germany,12.355795,48.448482,10m-50m,,Europe,automotive,"automotive, batteriesysteme, battery-systems, computer-hardware, electrics, electronics, elektrikelektronik, hardware, interieur, interior, storage-systems, wiring-harness-systems",,,"Hella KGaA Hueck &, HARMAN International, Johnson Electric, Jabil, Microchip Technology, 3M, Siemens, Tesla, Littelfuse, MacDermid Performance Solutions, Garmin, Sensata Technologies, Ferro, Circuit City, tesa, Raven Industries, Gentex, LORD Corporation, Renesas Electronics, NVIDIA, Applus IDIADA, Soitec_FR, Amkor Technology, CTS Corporation, WEG",,under-10k,"https://facebook.com/draexlmaiergroup, https://instagram.com/draexlmaiergroup, https://www.linkedin.com/company/dräxlmaier-group-deutschland, https://twitter.com/draexlmaier_de, https://youtube.com/user/draexlmaiergroup",,"apache, apple-business-manager, google-tag-manager, matomo, nginx, php, typo3-cms","application-server, cloud-file-storage, container-networking, containerization, content-analytics, content-management, content-marketing, ddos-protection, development, devops, devsecops, digital-analytics, it-infrastructure, load-balancing, marketing, office-suites, programming-languages, security, tag-management, team-collaboration, web-accelerator, web-application-firewalls, web-content-management, web-security, web-server-accelerator",,200-500,,1958.0,"'WE CREATE CHARACTER - Innovations by the DRÄXLMAIER Group mark the character of premium automobiles worldwide. As a systems partner to notable automobile manufacturers such as Audi, BMW, Jaguar, Land Rover, Maserati, Mercedes-Benz, MINI, Porsche, and VW, we develop and manufacture complex wiring harness systems, central electrical and electronic parts, exclusive interiors and battery systems for electro-mobility. We supply the whole process chain, from the very first idea, the development and production process, right up to just in sequence delivery to our customers. The DRÄXLMAIER Group is one of the top 100 automobile suppliers in the world and operates at more than 60 sites in over 20 countries. Founded in Germany in 1958, it now employs more than 60,000 people worldwide. In 2016, our company reached sales of 3.7 billion Euros. Fascination for the automobile is what marks our products and motivates our employees. Together with their passion for the automobile and enthusiasm for anything new, their commitment is an excellent prerequisite for finding continually new, intelligent, sustainable ways of shaping the character of the automobile. At DRÄXLMAIER, young professionals can pursue their careers in the automobile industry. Those with work experience will find new challenges and individual ways of furthering their development at our company. As an owner-managed family company, we feel a particular obligation towards our employees. We are convinced that a responsible, long-term way of thinking is essential for economic success. We offer attractive positions, particularly in the field of technology, engineering and information technology. At www.draexlmaier.jobs you will find all the information concerning career opportunities at DRÄXLMAIER. For more information concerning the organization and the products of DRÄXLMAIER, please visit: www.draexlmaier.com'​",'WE CREATE CHARACTER - Innovations by the DRÄXLMAIER Group mark the character of premium automobiles worldwide.,draexlmaier.com,,,,,,,,,,,,,,,,,,,,,,,,,
306,xpandit,Johannesburg,South Africa,28.049722,-26.205,,,Africa,information-technology-and-services,"cabling, cloud-services, connectivity, datacenter, desktop-support, disaster-recovery, hardware, information-technology, infrastructure, it-consulting, it-security, it-services, it-strategy, it-support, monitoring, msp, network, outsourced-it, security-audits, server-administration, server-monitoring, services, software-supply, web-development",,,"DREEL SYSTEMS, Tobin Solutions, BBTech Solutions, Nerd Crossing, Enhanced Tech, Advanced Productivity Computing, Kamin Associates, Diverse Tech Services, Abnet Css, MultiTrends ITNet Services, Perceptive, Micrologic UK, Triangle Tech Group, Phoenix Information Technologies, Asap Computer Services -, Global Sense (Pty), Envisage Technologies, QINFO CONSULTING, IT Support, Omni Tech Solutions, Integrated Support Strategies, Little Simon's Computer Services, Cnetso, PosAbility, Kosox IT Services",,under-10k,https://www.linkedin.com/company/xpand-it_2,,"google-analytics, mysql, php, wordpress, yoast-seo","application-development, aws-marketplace, content-analytics, content-management, content-marketing, database, development, digital-analytics, it-infrastructure, marketing, marketplace-apps, mobile-analytics, mobile-app-analytics, mobile-development, office, programming-languages, relational-databases, seo, web-content-management",,10-50,40.0,2001.0,"Xpand IT is an innovative IT company specialising in assisting our clients - both small and medium sized enterprises - with a complete and professional IT outsourcing solution. This involves assisting organisations with their IT strategy, network design and implementation, as well as the supply and support of hardware and software. We aim to provide our clients with a single contact for all their IT solutions thereby allowing them to focus on their core business model. Our tailored solutions will allow your business to plan for tomorrow while reducing the total cost of ownership today. The extensive experience offered by Xpand IT continues to assist our clients in developing and sustaining long term relationships with both their customers and business partners.",Xpand IT is an innovative IT company specialising in assisting our clients - both small and medium sized enterprises - with a complete and professional IT outsourcing solution.,xpandit.co.za,,,,,,,,,,,,,,,,,,,,,,,,,
307,samsung electronics,Suwon-si,South Korea,127.0287472,37.2633325,over-1b,,Asia,consumer-electronics,"ai, air-conditioning, appliances, bluray-players, chemical-industries, computer-hardware, computer-repair, computer-software, consumer-electronics, consumer-goods, consumers, digital-signage, electrical, electronics, electronics-industries, electronics-manufacturing, electronics-repair, fianancial-services, fridges, hardware, health-care, home-appliances, home-entertainment-systems, hospital, information-technology, internet, iot, it-consulting, it-services, laptop, laptops, led, local-services, media, medical-devices, mobile, mobile-devices, mobile-phone-repair, mobile-phones, more, netbooks, others, petrochemicals, plant-construction, samsung-galaxy, samsung-knox, semiconductor, services, shopping, smartphone, smartphones, software, tablet, tablets, technologies, technology, television, televisions, tv, vr, washing-machines, wearables",Samsung Australia,,"Microsoft, Nestlé, Amazon, IBM, LG Electronics, Google, Apple, Unilever, Sony, Huawei, ColorFrog, Fitbit, Life Fitness, Yummly, AHEAD, ArcTouch, Glooko, Enterprise Ireland, Wiivv, BACtrack, RangeMe, NOCD, GLG (Gerson Lehrman Group), Harry's, Valencell",259.0,over-1b,"http://angel.co/samsung-electronics, http://www.facebook.com/samsungusa, https://www.linkedin.com/company/1753, http://www.twitter.com/samsungtweets",,"adobe-experience-manager, akamai, amazon-cloudfront, amazon-ecs, amazon-s3, apache, appnexus, cloudflare-cdn, criteo, envoy-proxy, express-js, facebook-social-plugins, google-analytics, google-cloud, google-tag-manager, java, jetty, microsoft-asp-net, microsoft-azure-cdn, microsoft-iis, nginx, node-js","advertiser-campaign-management, application-development, application-server, archive-storage, block-storage, cloud-file-storage, cloud-platform-as-a-service, cloud-security, container-management, container-networking, container-orchestration, container-registry, containerization, content-analytics, content-delivery-network, content-experience-platforms, content-management, content-marketing, cross-channel-advertising, customer-communications-management, customer-service, ddos-protection, demand-side-platform, development, devops, devsecops, digital-advertising, digital-analytics, digital-experience-platforms, digital-governance, display-advertising, enterprise-content-delivery-network, hosting, hybrid-cloud-storage, it-infrastructure, it-management, javascript-web-frameworks, load-balancing, marketing, mobile-advertising, mobile-analytics, mobile-app-analytics, mobile-development, object-storage, other-digital-advertising, other-web-frameworks, programming-languages, publisher-ad-management, retargeting, security, servers, service-mesh, social-media-advertising, social-media-marketing, storage-management, supply-side-platforms, tag-management, user-generated-content, virtual-private-cloud, web-accelerator, web-application-firewalls, web-content-management, web-frameworks, web-security, web-server-accelerator",,over-10k,155000.0,1969.0,"Samsung Electronics is a global leader in technology, opening new possibilities for people everywhere. Through relentless innovation and discovery, we are transforming the worlds of TVs, smartphones, wearable devices, tablets, cameras, digital appliances, network systems, medical devices, semiconductors and LED solutions. Samsung is also leading in the Internet of Things space through, among others, our Smart Home and Digital Health initiatives. Since being established in 1969, Samsung Electronics has grown into one of the world's leading technology companies, and become recognized as one of the top 10 global brands. Our network now extends across the world, and Samsung takes great pride in the creativity and diversity of its talented people, who drive our growth. To discover more, please visit our website at www.samsung.com and our official newsroom at news.samsung.com","Samsung Electronics is a global leader in technology, opening new possibilities for people everywhere.",samsung.com,,,,,,,,,,,,,,,,,,,,,,,,,
308,rsm uk,London,United Kingdom,-0.1276474,51.5073219,,,Europe,accounting,"accountancy, accounting, advisory, audit, auto-enrolment, bookkeeping, business-improvement-services, consulting, corporate-finance, corporate-tax, finance, financial-management, financial-services, forensic, hr-solutions, insolvency, international, international-payroll, legal, outsourcing, payroll, payroll-solutions, personal-tax, planning, recovery, restructuring, risk-management, sector-expertise, seminars, tax, taxation, vat",,,"Deloitte, BDO UK, EY, KPMG, PwC, RSM US, RSM Global, Grant Thornton UK, BDO (Al Nisf & Partners), Avitus Group, Haines Watts, AccountNet, FinForce, ALLARD Vegelien, RubinBrown, Aldrich Advisors, DHJJ, Ketel Thorstenson, CCK Strategies, Small Business Services, Austin Associates, Abedian + Totlian, Hamilton Tharp, Caldwell CPAs, Fleming Financial Solutions",,under-10k,"https://instagram.com/rsm.uk, https://www.linkedin.com/company/rsm-uk, https://twitter.com/RSMUK, https://youtube.com/c/rsmuk1",,"adobe-marketo-engage, apache, apple-business-manager, cloudflare-cdn, crazy-egg, google-analytics, google-maps, google-tag-manager, microsoft-asp-net, microsoft-iis, sitecore, vue-js","a-b-testing, account-based-analytics, account-based-data, account-based-marketing, account-data-management, application-development, application-server, cloud-file-storage, content-analytics, content-delivery-network, content-management, content-marketing, conversion-rate-optimization, development, digital-analytics, digital-experience-platforms, enterprise-content-delivery-network, gis, heatmap, hosting, it-infrastructure, javascript-web-frameworks, marketing, marketing-account-intelligence, marketing-automation, mobile-analytics, mobile-app-analytics, mobile-development, mobile-marketing, office-suites, other-web-frameworks, session-replay, tag-management, team-collaboration, web-content-management, web-frameworks, webops-platforms",,1k-5k,4360.0,1988.0,"As a leading global network, we share skills, insight and resources, as well as a client-centric approach that's based on a deep understanding of business. This is how we empower our clients and people to move forward with confidence. This is The Power of Being Understood.","As a leading global network, we share skills, insight and resources, as well as a client-centric approach that's based on a deep understanding of business.",rsmuk.com,,,,,,,,,,,,,,,,,,,,,,,,,
